id,mode,language,level,scenario,prompt
tutor_auto_0747,tutor,hausa,beginner,how are you? (to a friend),"Teach how to say 'How are you?' in Hausa. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0748,tutor,yoruba,beginner,hello (to an elder),"Teach how to say 'Hello' in Yoruba. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0749,tutor,arabic,beginner,how are you? (in a shop),"Teach how to say 'How are you?' in Arabic. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0750,tutor,swahili,intermediate,how are you? (in a shop),Explain the phrase 'How are you?' in Swahili with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0751,tutor,igbo,intermediate,how are you? (formal),Explain the phrase 'How are you?' in Igbo with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0752,tutor,yoruba,beginner,thank you (to a friend),"Teach how to say 'Thank you' in Yoruba. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0753,tutor,yoruba,advanced,good morning (to a stranger),"Provide advanced usage of 'Good morning' in Yoruba, include register differences and 2 practice sentences."
tutor_auto_0754,tutor,hausa,advanced,hello (in the morning),"Provide advanced usage of 'Hello' in Hausa, include register differences and 2 practice sentences."
tutor_auto_0755,tutor,yoruba,beginner,thank you (in the morning),"Teach how to say 'Thank you' in Yoruba. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0756,tutor,arabic,intermediate,hello (casual),Explain the phrase 'Hello' in Arabic with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0757,tutor,yoruba,advanced,how are you? (to a stranger),"Provide advanced usage of 'How are you?' in Yoruba, include register differences and 2 practice sentences."
tutor_auto_0758,tutor,portuguese,advanced,good morning (at school),"Provide advanced usage of 'Good morning' in Portuguese, include register differences and 2 practice sentences."
tutor_auto_0759,tutor,spanish,intermediate,how are you? (in a shop),Explain the phrase 'How are you?' in Spanish with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0760,tutor,arabic,advanced,hello (in a shop),"Provide advanced usage of 'Hello' in Arabic, include register differences and 2 practice sentences."
tutor_auto_0761,tutor,portuguese,intermediate,good morning (to a stranger),Explain the phrase 'Good morning' in Portuguese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0762,tutor,portuguese,advanced,i am learning (at school),"Provide advanced usage of 'I am learning' in Portuguese, include register differences and 2 practice sentences."
tutor_auto_0763,tutor,german,intermediate,thank you (casual),Explain the phrase 'Thank you' in German with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0764,tutor,spanish,advanced,i am learning (casual),"Provide advanced usage of 'I am learning' in Spanish, include register differences and 2 practice sentences."
tutor_auto_0765,tutor,arabic,intermediate,hello (in a shop),Explain the phrase 'Hello' in Arabic with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0766,tutor,french,intermediate,i am learning (to an elder),Explain the phrase 'I am learning' in French with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0767,tutor,arabic,advanced,good morning (at school),"Provide advanced usage of 'Good morning' in Arabic, include register differences and 2 practice sentences."
tutor_auto_0768,tutor,igbo,advanced,i am learning (casual),"Provide advanced usage of 'I am learning' in Igbo, include register differences and 2 practice sentences."
tutor_auto_0769,tutor,yoruba,advanced,good morning (at school),"Provide advanced usage of 'Good morning' in Yoruba, include register differences and 2 practice sentences."
tutor_auto_0770,tutor,igbo,advanced,good morning (at school),"Provide advanced usage of 'Good morning' in Igbo, include register differences and 2 practice sentences."
tutor_auto_0771,tutor,igbo,beginner,i am learning (to an elder),"Teach how to say 'I am learning' in Igbo. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0772,tutor,swahili,beginner,hello (formal),"Teach how to say 'Hello' in Swahili. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0773,tutor,portuguese,beginner,how are you? (casual),"Teach how to say 'How are you?' in Portuguese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0774,tutor,igbo,advanced,hello (casual),"Provide advanced usage of 'Hello' in Igbo, include register differences and 2 practice sentences."
tutor_auto_0775,tutor,spanish,beginner,good morning (to an elder),"Teach how to say 'Good morning' in Spanish. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0776,tutor,igbo,advanced,how are you? (to a stranger),"Provide advanced usage of 'How are you?' in Igbo, include register differences and 2 practice sentences."
tutor_auto_0777,tutor,spanish,beginner,hello (to an elder),"Teach how to say 'Hello' in Spanish. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0778,tutor,yoruba,advanced,hello (formal),"Provide advanced usage of 'Hello' in Yoruba, include register differences and 2 practice sentences."
tutor_auto_0779,tutor,portuguese,advanced,good morning (at school),"Provide advanced usage of 'Good morning' in Portuguese, include register differences and 2 practice sentences."
tutor_auto_0780,tutor,swahili,advanced,thank you (at school),"Provide advanced usage of 'Thank you' in Swahili, include register differences and 2 practice sentences."
tutor_auto_0781,tutor,spanish,beginner,how are you? (to a stranger),"Teach how to say 'How are you?' in Spanish. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0782,tutor,hausa,advanced,thank you (in a shop),"Provide advanced usage of 'Thank you' in Hausa, include register differences and 2 practice sentences."
tutor_auto_0783,tutor,igbo,intermediate,thank you (to an elder),Explain the phrase 'Thank you' in Igbo with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0784,tutor,hausa,intermediate,thank you (casual),Explain the phrase 'Thank you' in Hausa with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0785,tutor,hausa,advanced,good morning (in a shop),"Provide advanced usage of 'Good morning' in Hausa, include register differences and 2 practice sentences."
tutor_auto_0786,tutor,spanish,intermediate,hello (formal),Explain the phrase 'Hello' in Spanish with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0787,tutor,spanish,advanced,good morning (in a shop),"Provide advanced usage of 'Good morning' in Spanish, include register differences and 2 practice sentences."
tutor_auto_0788,tutor,portuguese,advanced,i am learning (to a friend),"Provide advanced usage of 'I am learning' in Portuguese, include register differences and 2 practice sentences."
tutor_auto_0789,tutor,hausa,advanced,how are you? (at school),"Provide advanced usage of 'How are you?' in Hausa, include register differences and 2 practice sentences."
tutor_auto_0790,tutor,igbo,intermediate,how are you? (in the morning),Explain the phrase 'How are you?' in Igbo with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0791,tutor,igbo,beginner,thank you (to a friend),"Teach how to say 'Thank you' in Igbo. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0792,tutor,yoruba,beginner,how are you? (to a stranger),"Teach how to say 'How are you?' in Yoruba. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0793,tutor,hausa,advanced,i am learning (formal),"Provide advanced usage of 'I am learning' in Hausa, include register differences and 2 practice sentences."
tutor_auto_0794,tutor,portuguese,intermediate,hello (to an elder),Explain the phrase 'Hello' in Portuguese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0795,tutor,german,intermediate,thank you (to an elder),Explain the phrase 'Thank you' in German with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0796,tutor,portuguese,intermediate,hello (to a stranger),Explain the phrase 'Hello' in Portuguese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0797,tutor,french,intermediate,good morning (at school),Explain the phrase 'Good morning' in French with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0798,tutor,spanish,beginner,i am learning (at school),"Teach how to say 'I am learning' in Spanish. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0799,tutor,arabic,intermediate,hello (to a friend),Explain the phrase 'Hello' in Arabic with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0800,tutor,arabic,beginner,thank you (at school),"Teach how to say 'Thank you' in Arabic. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0801,tutor,hausa,advanced,i am learning (to an elder),"Provide advanced usage of 'I am learning' in Hausa, include register differences and 2 practice sentences."
tutor_auto_0802,tutor,arabic,advanced,hello (at school),"Provide advanced usage of 'Hello' in Arabic, include register differences and 2 practice sentences."
tutor_auto_0803,tutor,spanish,advanced,good morning (at school),"Provide advanced usage of 'Good morning' in Spanish, include register differences and 2 practice sentences."
tutor_auto_0804,tutor,portuguese,advanced,good morning (in the morning),"Provide advanced usage of 'Good morning' in Portuguese, include register differences and 2 practice sentences."
tutor_auto_0805,tutor,vietnamese,advanced,i am learning (casual),"Provide advanced usage of 'I am learning' in Vietnamese, include register differences and 2 practice sentences."
tutor_auto_0806,tutor,arabic,intermediate,thank you (in the morning),Explain the phrase 'Thank you' in Arabic with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0807,tutor,yoruba,advanced,hello (at school),"Provide advanced usage of 'Hello' in Yoruba, include register differences and 2 practice sentences."
tutor_auto_0808,tutor,yoruba,intermediate,thank you (to a friend),Explain the phrase 'Thank you' in Yoruba with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0809,tutor,german,beginner,good morning (in the morning),"Teach how to say 'Good morning' in German. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0810,tutor,arabic,advanced,i am learning (to a stranger),"Provide advanced usage of 'I am learning' in Arabic, include register differences and 2 practice sentences."
tutor_auto_0811,tutor,vietnamese,beginner,thank you (in a shop),"Teach how to say 'Thank you' in Vietnamese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0812,tutor,spanish,beginner,good morning (to an elder),"Teach how to say 'Good morning' in Spanish. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0813,tutor,french,intermediate,good morning (to an elder),Explain the phrase 'Good morning' in French with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0814,tutor,swahili,intermediate,thank you (in the morning),Explain the phrase 'Thank you' in Swahili with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0815,tutor,igbo,beginner,thank you (formal),"Teach how to say 'Thank you' in Igbo. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0816,tutor,igbo,beginner,hello (to a stranger),"Teach how to say 'Hello' in Igbo. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0817,tutor,swahili,beginner,good morning (to a stranger),"Teach how to say 'Good morning' in Swahili. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0818,tutor,swahili,beginner,hello (casual),"Teach how to say 'Hello' in Swahili. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0819,tutor,french,beginner,i am learning (to a friend),"Teach how to say 'I am learning' in French. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0820,tutor,hausa,advanced,good morning (to an elder),"Provide advanced usage of 'Good morning' in Hausa, include register differences and 2 practice sentences."
tutor_auto_0821,tutor,yoruba,advanced,i am learning (to a stranger),"Provide advanced usage of 'I am learning' in Yoruba, include register differences and 2 practice sentences."
tutor_auto_0822,tutor,spanish,advanced,how are you? (at school),"Provide advanced usage of 'How are you?' in Spanish, include register differences and 2 practice sentences."
tutor_auto_0823,tutor,swahili,intermediate,thank you (to a stranger),Explain the phrase 'Thank you' in Swahili with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0824,tutor,german,beginner,thank you (in a shop),"Teach how to say 'Thank you' in German. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0825,tutor,arabic,beginner,i am learning (in a shop),"Teach how to say 'I am learning' in Arabic. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0826,tutor,french,intermediate,hello (to a stranger),Explain the phrase 'Hello' in French with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0827,tutor,spanish,advanced,how are you? (formal),"Provide advanced usage of 'How are you?' in Spanish, include register differences and 2 practice sentences."
tutor_auto_0828,tutor,yoruba,advanced,how are you? (to a friend),"Provide advanced usage of 'How are you?' in Yoruba, include register differences and 2 practice sentences."
tutor_auto_0829,tutor,vietnamese,beginner,how are you? (casual),"Teach how to say 'How are you?' in Vietnamese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0830,tutor,yoruba,intermediate,good morning (in the morning),Explain the phrase 'Good morning' in Yoruba with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0831,tutor,arabic,advanced,how are you? (in the morning),"Provide advanced usage of 'How are you?' in Arabic, include register differences and 2 practice sentences."
tutor_auto_0832,tutor,french,intermediate,good morning (to a friend),Explain the phrase 'Good morning' in French with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0833,tutor,arabic,beginner,how are you? (casual),"Teach how to say 'How are you?' in Arabic. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0834,tutor,igbo,intermediate,i am learning (at school),Explain the phrase 'I am learning' in Igbo with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0835,tutor,swahili,intermediate,thank you (casual),Explain the phrase 'Thank you' in Swahili with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0836,tutor,swahili,intermediate,thank you (in a shop),Explain the phrase 'Thank you' in Swahili with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0837,tutor,spanish,advanced,thank you (in the morning),"Provide advanced usage of 'Thank you' in Spanish, include register differences and 2 practice sentences."
tutor_auto_0838,tutor,swahili,intermediate,thank you (to a friend),Explain the phrase 'Thank you' in Swahili with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0839,tutor,german,beginner,hello (casual),"Teach how to say 'Hello' in German. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0840,tutor,swahili,advanced,hello (formal),"Provide advanced usage of 'Hello' in Swahili, include register differences and 2 practice sentences."
tutor_auto_0841,tutor,igbo,intermediate,how are you? (to a friend),Explain the phrase 'How are you?' in Igbo with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0842,tutor,spanish,beginner,hello (formal),"Teach how to say 'Hello' in Spanish. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0843,tutor,portuguese,beginner,how are you? (casual),"Teach how to say 'How are you?' in Portuguese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0844,tutor,vietnamese,intermediate,hello (formal),Explain the phrase 'Hello' in Vietnamese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0845,tutor,french,beginner,i am learning (casual),"Teach how to say 'I am learning' in French. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0846,tutor,hausa,advanced,how are you? (in a shop),"Provide advanced usage of 'How are you?' in Hausa, include register differences and 2 practice sentences."
tutor_auto_0847,tutor,french,advanced,i am learning (casual),"Provide advanced usage of 'I am learning' in French, include register differences and 2 practice sentences."
tutor_auto_0848,tutor,german,beginner,good morning (in the morning),"Teach how to say 'Good morning' in German. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0849,tutor,arabic,intermediate,hello (casual),Explain the phrase 'Hello' in Arabic with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0850,tutor,swahili,intermediate,i am learning (at school),Explain the phrase 'I am learning' in Swahili with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0851,tutor,vietnamese,intermediate,i am learning (to a stranger),Explain the phrase 'I am learning' in Vietnamese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0852,tutor,yoruba,advanced,i am learning (casual),"Provide advanced usage of 'I am learning' in Yoruba, include register differences and 2 practice sentences."
tutor_auto_0853,tutor,igbo,intermediate,hello (to a friend),Explain the phrase 'Hello' in Igbo with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0854,tutor,hausa,beginner,how are you? (in the morning),"Teach how to say 'How are you?' in Hausa. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0855,tutor,spanish,intermediate,good morning (to a friend),Explain the phrase 'Good morning' in Spanish with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0856,tutor,vietnamese,beginner,good morning (in the morning),"Teach how to say 'Good morning' in Vietnamese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0857,tutor,swahili,intermediate,good morning (in a shop),Explain the phrase 'Good morning' in Swahili with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0858,tutor,portuguese,beginner,thank you (in a shop),"Teach how to say 'Thank you' in Portuguese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0859,tutor,yoruba,beginner,good morning (in a shop),"Teach how to say 'Good morning' in Yoruba. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0860,tutor,vietnamese,beginner,hello (casual),"Teach how to say 'Hello' in Vietnamese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0861,tutor,vietnamese,intermediate,i am learning (to a friend),Explain the phrase 'I am learning' in Vietnamese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0862,tutor,hausa,beginner,i am learning (in the morning),"Teach how to say 'I am learning' in Hausa. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0863,tutor,german,advanced,hello (to a stranger),"Provide advanced usage of 'Hello' in German, include register differences and 2 practice sentences."
tutor_auto_0864,tutor,igbo,beginner,how are you? (to a friend),"Teach how to say 'How are you?' in Igbo. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0865,tutor,portuguese,intermediate,good morning (at school),Explain the phrase 'Good morning' in Portuguese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0866,tutor,arabic,advanced,i am learning (in the morning),"Provide advanced usage of 'I am learning' in Arabic, include register differences and 2 practice sentences."
tutor_auto_0867,tutor,spanish,advanced,good morning (formal),"Provide advanced usage of 'Good morning' in Spanish, include register differences and 2 practice sentences."
tutor_auto_0868,tutor,yoruba,beginner,good morning (in a shop),"Teach how to say 'Good morning' in Yoruba. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0869,tutor,igbo,advanced,good morning (to a friend),"Provide advanced usage of 'Good morning' in Igbo, include register differences and 2 practice sentences."
tutor_auto_0870,tutor,igbo,intermediate,thank you (to a stranger),Explain the phrase 'Thank you' in Igbo with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0871,tutor,hausa,advanced,thank you (to an elder),"Provide advanced usage of 'Thank you' in Hausa, include register differences and 2 practice sentences."
tutor_auto_0872,tutor,swahili,intermediate,good morning (casual),Explain the phrase 'Good morning' in Swahili with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0873,tutor,swahili,advanced,hello (to a friend),"Provide advanced usage of 'Hello' in Swahili, include register differences and 2 practice sentences."
tutor_auto_0874,tutor,hausa,beginner,how are you? (at school),"Teach how to say 'How are you?' in Hausa. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0875,tutor,hausa,advanced,i am learning (to an elder),"Provide advanced usage of 'I am learning' in Hausa, include register differences and 2 practice sentences."
tutor_auto_0876,tutor,portuguese,advanced,thank you (in the morning),"Provide advanced usage of 'Thank you' in Portuguese, include register differences and 2 practice sentences."
tutor_auto_0877,tutor,portuguese,beginner,i am learning (to a stranger),"Teach how to say 'I am learning' in Portuguese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0878,tutor,arabic,advanced,good morning (formal),"Provide advanced usage of 'Good morning' in Arabic, include register differences and 2 practice sentences."
tutor_auto_0879,tutor,arabic,intermediate,thank you (formal),Explain the phrase 'Thank you' in Arabic with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0880,tutor,igbo,beginner,i am learning (to an elder),"Teach how to say 'I am learning' in Igbo. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0881,tutor,vietnamese,beginner,thank you (to a friend),"Teach how to say 'Thank you' in Vietnamese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0882,tutor,yoruba,intermediate,i am learning (at school),Explain the phrase 'I am learning' in Yoruba with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0883,tutor,french,intermediate,good morning (to a friend),Explain the phrase 'Good morning' in French with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0884,tutor,arabic,beginner,thank you (at school),"Teach how to say 'Thank you' in Arabic. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0885,tutor,french,intermediate,good morning (to a stranger),Explain the phrase 'Good morning' in French with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0886,tutor,german,intermediate,thank you (to a friend),Explain the phrase 'Thank you' in German with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0887,tutor,vietnamese,beginner,thank you (casual),"Teach how to say 'Thank you' in Vietnamese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0888,tutor,french,intermediate,thank you (at school),Explain the phrase 'Thank you' in French with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0889,tutor,swahili,advanced,hello (at school),"Provide advanced usage of 'Hello' in Swahili, include register differences and 2 practice sentences."
tutor_auto_0890,tutor,swahili,intermediate,good morning (to a stranger),Explain the phrase 'Good morning' in Swahili with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0891,tutor,french,beginner,thank you (casual),"Teach how to say 'Thank you' in French. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0892,tutor,swahili,advanced,how are you? (to a stranger),"Provide advanced usage of 'How are you?' in Swahili, include register differences and 2 practice sentences."
tutor_auto_0893,tutor,yoruba,advanced,how are you? (to a friend),"Provide advanced usage of 'How are you?' in Yoruba, include register differences and 2 practice sentences."
tutor_auto_0894,tutor,vietnamese,intermediate,i am learning (to a stranger),Explain the phrase 'I am learning' in Vietnamese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0895,tutor,french,advanced,i am learning (at school),"Provide advanced usage of 'I am learning' in French, include register differences and 2 practice sentences."
tutor_auto_0896,tutor,spanish,beginner,thank you (in the morning),"Teach how to say 'Thank you' in Spanish. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0897,tutor,french,intermediate,how are you? (in the morning),Explain the phrase 'How are you?' in French with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0898,tutor,yoruba,beginner,hello (formal),"Teach how to say 'Hello' in Yoruba. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0899,tutor,hausa,intermediate,thank you (casual),Explain the phrase 'Thank you' in Hausa with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0900,tutor,french,beginner,hello (formal),"Teach how to say 'Hello' in French. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0901,tutor,arabic,advanced,thank you (casual),"Provide advanced usage of 'Thank you' in Arabic, include register differences and 2 practice sentences."
tutor_auto_0902,tutor,hausa,beginner,hello (at school),"Teach how to say 'Hello' in Hausa. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0903,tutor,spanish,beginner,hello (at school),"Teach how to say 'Hello' in Spanish. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0904,tutor,spanish,beginner,how are you? (at school),"Teach how to say 'How are you?' in Spanish. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0905,tutor,igbo,advanced,hello (at school),"Provide advanced usage of 'Hello' in Igbo, include register differences and 2 practice sentences."
tutor_auto_0906,tutor,hausa,advanced,how are you? (at school),"Provide advanced usage of 'How are you?' in Hausa, include register differences and 2 practice sentences."
tutor_auto_0907,tutor,vietnamese,beginner,i am learning (in the morning),"Teach how to say 'I am learning' in Vietnamese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0908,tutor,vietnamese,beginner,thank you (to a friend),"Teach how to say 'Thank you' in Vietnamese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0909,tutor,vietnamese,beginner,how are you? (in a shop),"Teach how to say 'How are you?' in Vietnamese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0910,tutor,french,advanced,i am learning (at school),"Provide advanced usage of 'I am learning' in French, include register differences and 2 practice sentences."
tutor_auto_0911,tutor,arabic,intermediate,thank you (to a friend),Explain the phrase 'Thank you' in Arabic with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0912,tutor,french,advanced,i am learning (formal),"Provide advanced usage of 'I am learning' in French, include register differences and 2 practice sentences."
tutor_auto_0913,tutor,spanish,beginner,how are you? (to an elder),"Teach how to say 'How are you?' in Spanish. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0914,tutor,spanish,beginner,i am learning (casual),"Teach how to say 'I am learning' in Spanish. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0915,tutor,german,beginner,how are you? (formal),"Teach how to say 'How are you?' in German. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0916,tutor,spanish,intermediate,how are you? (to a friend),Explain the phrase 'How are you?' in Spanish with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0917,tutor,spanish,intermediate,i am learning (to a stranger),Explain the phrase 'I am learning' in Spanish with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0918,tutor,french,advanced,i am learning (to an elder),"Provide advanced usage of 'I am learning' in French, include register differences and 2 practice sentences."
tutor_auto_0919,tutor,arabic,beginner,how are you? (to an elder),"Teach how to say 'How are you?' in Arabic. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0920,tutor,spanish,beginner,how are you? (casual),"Teach how to say 'How are you?' in Spanish. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0921,tutor,portuguese,advanced,hello (in the morning),"Provide advanced usage of 'Hello' in Portuguese, include register differences and 2 practice sentences."
tutor_auto_0922,tutor,portuguese,beginner,hello (formal),"Teach how to say 'Hello' in Portuguese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0923,tutor,hausa,intermediate,i am learning (to an elder),Explain the phrase 'I am learning' in Hausa with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0924,tutor,swahili,beginner,thank you (to a stranger),"Teach how to say 'Thank you' in Swahili. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0925,tutor,vietnamese,advanced,i am learning (in a shop),"Provide advanced usage of 'I am learning' in Vietnamese, include register differences and 2 practice sentences."
tutor_auto_0926,tutor,igbo,intermediate,i am learning (formal),Explain the phrase 'I am learning' in Igbo with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0927,tutor,german,advanced,thank you (formal),"Provide advanced usage of 'Thank you' in German, include register differences and 2 practice sentences."
tutor_auto_0928,tutor,yoruba,intermediate,i am learning (in a shop),Explain the phrase 'I am learning' in Yoruba with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0929,tutor,spanish,intermediate,i am learning (in the morning),Explain the phrase 'I am learning' in Spanish with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0930,tutor,yoruba,advanced,hello (in the morning),"Provide advanced usage of 'Hello' in Yoruba, include register differences and 2 practice sentences."
tutor_auto_0931,tutor,hausa,advanced,how are you? (to an elder),"Provide advanced usage of 'How are you?' in Hausa, include register differences and 2 practice sentences."
tutor_auto_0932,tutor,french,advanced,good morning (in the morning),"Provide advanced usage of 'Good morning' in French, include register differences and 2 practice sentences."
tutor_auto_0933,tutor,vietnamese,advanced,thank you (casual),"Provide advanced usage of 'Thank you' in Vietnamese, include register differences and 2 practice sentences."
